fund,ret_1y,ret_3y,ret_since_start
Combined Max-Sharpe,0.2709350190380908,0.29173080860593625,0.2930488557694211
Combined Min-Variance,0.014892205429747118,0.057038406093885774,0.0572720375705984
Combined Risk-Parity,0.16508945277236764,0.13962769401331832,0.14022127958815633
Equity Max-Sharpe,0.19036446139726748,0.1369692439899517,0.13755086035442843
Crypto Min-Variance,1.1291319593190408,-0.01619851975193365,0.827258573673052
Equity Min-Variance,0.00811144454894519,0.055696318828812874,0.0559243089383632
Equity Risk-Parity,0.1256838563118745,0.09873375650574223,0.09914600512964689
Crypto Max-Sharpe,0.28132368236319727,-0.31265397669554584,0.11828058158843113
Crypto Risk-Parity,0.747304205524598,-0.1312932999245746,0.5806528609333972
