k,ann_return,ann_vol,sharpe,max_drawdown
0.0,0.13755086035442954,0.18370740848316625,0.748749663882139,-0.23296007721353434
0.25,0.13697612651975777,0.18371978370770936,0.7455709110657411,-0.23473043822071601
0.5,0.13636506426550787,0.18376269850161708,0.7420715160226485,-0.23648121769457764
1.0,0.13506716882701197,0.18391949254506837,0.7343820220356174,-0.23990369558132774
2.0,0.13232034749274701,0.18442140887661923,0.7174890827413176,-0.24636211701715793
