fund,ann_return,ann_vol,sharpe,max_drawdown,growth_of_1
Equity Max-Sharpe,0.13755086035442932,0.18370740848316627,0.7487496638821377,-0.23296007721353448,1.4697590749774876
Equity Max-Sharpe + Sentiment Tilt,0.13636506426550787,0.18376269850161708,0.7420715160226485,-0.23648121769457764,1.465185775109554
