k,ann_return,ann_vol,sharpe,max_drawdown
0.0,0.13755086035442954,0.18370740848316625,0.748749663882139,-0.23296007721353434
0.25,0.1364403883999763,0.18372471301827906,0.742634924602667,-0.23325008699920885
0.5,0.13537082417295454,0.18376432554829694,0.7366545371037012,-0.23353269224883613
1.0,0.13334495162810422,0.18389952361959955,0.7250967756932931,-0.23407507064767122
2.0,0.12968959210225806,0.1843367990885002,0.7035469463695853,-0.23506902592637427
