date,fund,asset,weight
2022-04-01,Combined Min-Variance,EQ_GILD,0.14259081748446298
2022-04-01,Combined Min-Variance,EQ_GS,7.988885409627586e-17
2022-04-01,Combined Min-Variance,EQ_INTC,0.001442379785879594
2022-04-01,Combined Min-Variance,EQ_KO,0.08700945396238452
2022-04-01,Combined Min-Variance,EQ_MMM,6.535808930415291e-17
2022-04-01,Combined Min-Variance,EQ_MRK,0.05067899843649885
2022-04-01,Combined Min-Variance,EQ_MS,2.9662059664658985e-17
2022-04-01,Combined Min-Variance,EQ_NEE,0.018576745610638754
2022-04-01,Combined Min-Variance,EQ_NEM,0.03481348103079709
2022-04-01,Combined Min-Variance,EQ_NKE,0.013381818075807779
2022-04-01,Combined Min-Variance,EQ_NUE,0.0
2022-04-01,Combined Min-Variance,EQ_NVDA,0.0
2022-04-01,Combined Min-Variance,EQ_O,0.007921132372978857
2022-04-01,Combined Min-Variance,EQ_OXY,0.0
2022-04-01,Combined Min-Variance,EQ_PLD,0.0
2022-04-01,Combined Min-Variance,EQ_PSA,0.048666537874539395
2022-04-01,Combined Min-Variance,EQ_QCOM,0.0
2022-04-01,Combined Min-Variance,EQ_SBUX,1.6418830156506027e-17
2022-04-01,Combined Min-Variance,EQ_SHW,0.008709625153271018
2022-04-01,Combined Min-Variance,EQ_SLB,0.0
2022-04-01,Combined Min-Variance,EQ_SO,0.10081335859965584
2022-04-01,Combined Min-Variance,EQ_T,5.946602511907532e-17
2022-04-01,Combined Min-Variance,EQ_TMUS,0.014572576035094187
2022-04-01,Combined Min-Variance,EQ_TTWO,0.033502192692548206
2022-04-01,Combined Min-Variance,EQ_UPS,0.0
2022-04-01,Combined Min-Variance,EQ_USB,5.4477634828646155e-17
2022-04-01,Combined Min-Variance,EQ_V,1.150414808634792e-16
2022-04-01,Combined Min-Variance,EQ_WFC,4.256596111676443e-17
2022-04-01,Combined Min-Variance,EQ_WMT,0.1167205094263925
2022-04-01,Combined Min-Variance,EQ_XOM,0.0
2022-04-01,Combined Min-Variance,CR_ADA-USD,0.0
2022-04-01,Combined Min-Variance,CR_BCH-USD,0.0
2022-04-01,Combined Min-Variance,CR_BTC-USD,0.0008311491107127568
2022-04-01,Combined Min-Variance,CR_EOS-USD,0.0
2022-04-01,Combined Min-Variance,CR_ETC-USD,4.17978772348409e-17
2022-04-01,Combined Min-Variance,CR_ETH-USD,1.8578459432366684e-16
2022-04-01,Combined Min-Variance,CR_LTC-USD,4.7861067673750135e-17
2022-04-01,Combined Min-Variance,CR_TRX-USD,4.0462293501343595e-16
2022-04-01,Combined Min-Variance,CR_XLM-USD,0.0
2022-04-01,Combined Min-Variance,CR_XRP-USD,9.521476463437419e-17
2022-05-02,Combined Min-Variance,EQ_ABBV,0.01880722063325825
2022-05-02,Combined Min-Variance,EQ_ABT,0.0
2022-05-02,Combined Min-Variance,EQ_ADBE,0.016337547314362114
2022-05-02,Combined Min-Variance,EQ_AEP,0.0
2022-05-02,Combined Min-Variance,EQ_AMD,5.595770666165712e-17
2022-05-02,Combined Min-Variance,EQ_AMGN,0.008945935350491277
2022-05-02,Combined Min-Variance,EQ_AMT,3.026533152527851e-17
2022-05-02,Combined Min-Variance,EQ_BA,0.0
2022-05-02,Combined Min-Variance,EQ_CAT,0.04310854561386029
2022-05-02,Combined Min-Variance,EQ_CCI,0.0
2022-05-02,Combined Min-Variance,EQ_CMCSA,0.0
2022-05-02,Combined Min-Variance,EQ_COP,2.345484714856608e-16
2022-05-02,Combined Min-Variance,EQ_CVX,0.06458697252194634
2022-05-02,Combined Min-Variance,EQ_D,3.3981722389032024e-16
2022-05-02,Combined Min-Variance,EQ_DD,0.0
2022-05-02,Combined Min-Variance,EQ_DIS,0.039374910836066396
2022-05-02,Combined Min-Variance,EQ_DOW,0.0
2022-05-02,Combined Min-Variance,EQ_DUK,0.09004688213021284
2022-05-02,Combined Min-Variance,EQ_EA,0.09419407464889293
2022-05-02,Combined Min-Variance,EQ_GE,0.0
2022-05-02,Combined Min-Variance,EQ_GILD,0.12896422645501276
2022-05-02,Combined Min-Variance,EQ_GS,0.0
2022-05-02,Combined Min-Variance,EQ_INTC,0.0
2022-05-02,Combined Min-Variance,EQ_KO,0.1107396343059344
2022-05-02,Combined Min-Variance,EQ_MMM,0.0
2022-05-02,Combined Min-Variance,EQ_MRK,0.055243638047139866
2022-05-02,Combined Min-Variance,EQ_MS,0.0
2022-05-02,Combined Min-Variance,EQ_NEE,0.0
2022-05-02,Combined Min-Variance,EQ_NEM,0.048006500420150595
2022-05-02,Combined Min-Variance,EQ_NKE,0.0
2022-05-02,Combined Min-Variance,EQ_NUE,0.0
2022-05-02,Combined Min-Variance,EQ_NVDA,0.0
2022-05-02,Combined Min-Variance,EQ_O,0.0
2022-05-02,Combined Min-Variance,EQ_OXY,0.0
2022-05-02,Combined Min-Variance,EQ_PLD,8.564167258356255e-17
2022-05-02,Combined Min-Variance,EQ_PSA,0.0
2022-05-02,Combined Min-Variance,EQ_QCOM,0.0
2022-05-02,Combined Min-Variance,EQ_SBUX,0.0
2022-05-02,Combined Min-Variance,EQ_SHW,0.06816859243767569
2022-05-02,Combined Min-Variance,EQ_SLB,0.0
2022-05-02,Combined Min-Variance,EQ_SO,0.06721770092523359
2022-05-02,Combined Min-Variance,EQ_T,0.0
2022-05-02,Combined Min-Variance,EQ_TMUS,0.0
2022-05-02,Combined Min-Variance,EQ_TTWO,0.03862396521028485
2022-05-02,Combined Min-Variance,EQ_UPS,8.918297331502452e-17
2022-05-02,Combined Min-Variance,EQ_USB,1.9787883038346515e-16
2022-05-02,Combined Min-Variance,EQ_V,0.0
2022-05-02,Combined Min-Variance,EQ_WFC,2.0255155475476178e-16
2022-05-02,Combined Min-Variance,EQ_WMT,0.10763365314948022
2022-05-02,Combined Min-Variance,EQ_XOM,0.0
2022-05-02,Combined Min-Variance,CR_ADA-USD,4.686560181504091e-16
2022-05-02,Combined Min-Variance,CR_BCH-USD,0.0
2022-05-02,Combined Min-Variance,CR_BTC-USD,6.548230723394789e-17
2022-05-02,Combined Min-Variance,CR_EOS-USD,1.0520825255197951e-16
2022-05-02,Combined Min-Variance,CR_ETC-USD,5.258644686386867e-16
2022-05-02,Combined Min-Variance,CR_ETH-USD,0.0
2022-05-02,Combined Min-Variance,CR_LTC-USD,8.729340799171545e-17
2022-05-02,Combined Min-Variance,CR_TRX-USD,2.1200684179897498e-16
2022-05-02,Combined Min-Variance,CR_XLM-USD,0.0
2022-05-02,Combined Min-Variance,CR_XRP-USD,0.0
2022-06-01,Combined Min-Variance,EQ_ABBV,0.06545776183997573
2022-06-01,Combined Min-Variance,EQ_ABT,0.0
2022-06-01,Combined Min-Variance,EQ_ADBE,0.0
2022-06-01,Combined Min-Variance,EQ_AEP,1.0922498659956566e-16
2022-06-01,Combined Min-Variance,EQ_AMD,0.0
2022-06-01,Combined Min-Variance,EQ_AMGN,0.0336474377824925
2022-06-01,Combined Min-Variance,EQ_AMT,0.0
2022-06-01,Combined Min-Variance,EQ_BA,0.0
2022-06-01,Combined Min-Variance,EQ_CAT,0.015536311022769289
2022-06-01,Combined Min-Variance,EQ_CCI,0.0
2022-06-01,Combined Min-Variance,EQ_CMCSA,1.620044509855803e-17
2022-06-01,Combined Min-Variance,EQ_COP,0.0
2022-06-01,Combined Min-Variance,EQ_CVX,0.0347387280318399
2022-06-01,Combined Min-Variance,EQ_D,0.0
2022-06-01,Combined Min-Variance,EQ_DD,2.6014700038354344e-18
2022-06-01,Combined Min-Variance,EQ_DIS,0.05408376407136886
2022-06-01,Combined Min-Variance,EQ_DOW,0.0
2022-06-01,Combined Min-Variance,EQ_DUK,0.16481418525287056
2022-06-01,Combined Min-Variance,EQ_EA,0.09355964243546647
2022-06-01,Combined Min-Variance,EQ_GE,7.181444026594368e-17
2022-06-01,Combined Min-Variance,EQ_GILD,0.17472584380753406
2022-06-01,Combined Min-Variance,EQ_GS,0.0
2022-06-01,Combined Min-Variance,EQ_INTC,0.0010866959428045908
2022-06-01,Combined Min-Variance,EQ_KO,0.0
2022-06-01,Combined Min-Variance,EQ_MMM,0.0
2022-06-01,Combined Min-Variance,EQ_MRK,0.06934080611879129
2022-06-01,Combined Min-Variance,EQ_MS,0.0
2022-06-01,Combined Min-Variance,EQ_NEE,7.081087323546395e-17
2022-06-01,Combined Min-Variance,EQ_NEM,0.0628041547699322
2022-06-01,Combined Min-Variance,EQ_NKE,1.4528438122020163e-16
2022-06-01,Combined Min-Variance,EQ_NUE,4.7389529858353895e-17
2022-06-01,Combined Min-Variance,EQ_NVDA,0.0
2022-06-01,Combined Min-Variance,EQ_O,0.0
2022-06-01,Combined Min-Variance,EQ_OXY,0.0
2022-06-01,Combined Min-Variance,EQ_PLD,0.0
2022-06-01,Combined Min-Variance,EQ_PSA,0.0
2022-06-01,Combined Min-Variance,EQ_QCOM,6.229591728509811e-17
2022-06-01,Combined Min-Variance,EQ_SBUX,6.470986330393884e-17
2022-06-01,Combined Min-Variance,EQ_SHW,0.05287012776527865
2022-06-01,Combined Min-Variance,EQ_SLB,8.818311298493782e-17
2022-06-01,Combined Min-Variance,EQ_SO,0.050792036747002126
2022-06-01,Combined Min-Variance,EQ_T,0.0
2022-06-01,Combined Min-Variance,EQ_TMUS,0.0
2022-06-01,Combined Min-Variance,EQ_TTWO,0.02549647014955108
2022-06-01,Combined Min-Variance,EQ_UPS,0.0038484420215458147
2022-06-01,Combined Min-Variance,EQ_USB,0.0
2022-06-01,Combined Min-Variance,EQ_V,2.9270370834285415e-18
2022-06-01,Combined Min-Variance,EQ_WFC,0.0
2022-06-01,Combined Min-Variance,EQ_WMT,0.08699033679299772
2022-06-01,Combined Min-Variance,EQ_XOM,0.0
2022-06-01,Combined Min-Variance,CR_ADA-USD,3.7217645953535437e-17
2022-06-01,Combined Min-Variance,CR_BCH-USD,0.0
2022-06-01,Combined Min-Variance,CR_BTC-USD,0.010207255447780155
2022-06-01,Combined Min-Variance,CR_EOS-USD,3.5734580718665207e-17
2022-06-01,Combined Min-Variance,CR_ETC-USD,0.0
2022-06-01,Combined Min-Variance,CR_ETH-USD,1.1485529745563117e-17
2022-06-01,Combined Min-Variance,CR_LTC-USD,0.0
2022-06-01,Combined Min-Variance,CR_TRX-USD,1.3518523863070801e-17
2022-06-01,Combined Min-Variance,CR_XLM-USD,1.2471165599701535e-16
2022-06-01,Combined Min-Variance,CR_XRP-USD,1.5763976332003903e-16
2022-07-01,Combined Min-Variance,EQ_ABBV,0.04341796544357191
2022-07-01,Combined Min-Variance,EQ_ABT,0.0
2022-07-01,Combined Min-Variance,EQ_ADBE,3.93102790118795e-16
2022-07-01,Combined Min-Variance,EQ_AEP,0.0
2022-07-01,Combined Min-Variance,EQ_AMD,1.042626003741947e-16
2022-07-01,Combined Min-Variance,EQ_AMGN,0.06977954666647071
2022-07-01,Combined Min-Variance,EQ_AMT,1.11197561931638e-16
2022-07-01,Combined Min-Variance,EQ_BA,0.0
2022-07-01,Combined Min-Variance,EQ_CAT,0.008210874362211055
2022-07-01,Combined Min-Variance,EQ_CCI,0.0
2022-07-01,Combined Min-Variance,EQ_CMCSA,1.0847135888921641e-16
2022-07-01,Combined Min-Variance,EQ_COP,1.130704036002183e-16
2022-07-01,Combined Min-Variance,EQ_CVX,0.04727806870094666
2022-07-01,Combined Min-Variance,EQ_D,2.1840752805708895e-16
2022-07-01,Combined Min-Variance,EQ_DD,0.0
2022-07-01,Combined Min-Variance,EQ_DIS,0.05260607542012745
2022-07-01,Combined Min-Variance,EQ_DOW,5.074622716110439e-18
2022-07-01,Combined Min-Variance,EQ_DUK,0.17847275706186738
2022-07-01,Combined Min-Variance,EQ_EA,0.09116541281425858
2022-07-01,Combined Min-Variance,EQ_GE,0.0
2022-07-01,Combined Min-Variance,EQ_GILD,0.1756403946632558
2022-07-01,Combined Min-Variance,EQ_GS,0.0
2022-07-01,Combined Min-Variance,EQ_INTC,2.5320446959305205e-17
2022-07-01,Combined Min-Variance,EQ_KO,0.02965445823579187
2022-07-01,Combined Min-Variance,EQ_MMM,0.0025674555440017874
2022-07-01,Combined Min-Variance,EQ_MRK,0.061680721601624425
2022-07-01,Combined Min-Variance,EQ_MS,0.0
2022-07-01,Combined Min-Variance,EQ_NEE,3.937074535896823e-17
2022-07-01,Combined Min-Variance,EQ_NEM,0.061769457905449125
2022-07-01,Combined Min-Variance,EQ_NKE,2.1056735963512464e-16
2022-07-01,Combined Min-Variance,EQ_NUE,0.0
2022-07-01,Combined Min-Variance,EQ_NVDA,0.0
2022-07-01,Combined Min-Variance,EQ_O,0.0
2022-07-01,Combined Min-Variance,EQ_OXY,0.0
2022-07-01,Combined Min-Variance,EQ_PLD,0.0
2022-07-01,Combined Min-Variance,EQ_PSA,7.457635802925848e-18
2022-07-01,Combined Min-Variance,EQ_QCOM,0.0
2022-07-01,Combined Min-Variance,EQ_SBUX,5.6060948867056864e-18
2022-07-01,Combined Min-Variance,EQ_SHW,0.027252326134402143
2022-07-01,Combined Min-Variance,EQ_SLB,2.0468930717117396e-16
2022-07-01,Combined Min-Variance,EQ_SO,0.0032868033931881015
2022-07-01,Combined Min-Variance,EQ_T,0.0
2022-07-01,Combined Min-Variance,EQ_TMUS,0.0
2022-07-01,Combined Min-Variance,EQ_TTWO,0.027454381261509096
2022-07-01,Combined Min-Variance,EQ_UPS,0.008364059791647128
2022-07-01,Combined Min-Variance,EQ_USB,1.3153638331662713e-16
2022-07-01,Combined Min-Variance,EQ_V,8.468994732835786e-17
2022-07-01,Combined Min-Variance,EQ_WFC,7.555202624707465e-18
2022-07-01,Combined Min-Variance,EQ_WMT,0.11139924099967727
2022-07-01,Combined Min-Variance,EQ_XOM,0.0
2022-07-01,Combined Min-Variance,CR_ADA-USD,1.0703707326064932e-17
2022-07-01,Combined Min-Variance,CR_BCH-USD,1.9460196703240624e-16
2022-07-01,Combined Min-Variance,CR_BTC-USD,0.0
2022-07-01,Combined Min-Variance,CR_EOS-USD,2.886106428850698e-16
2022-07-01,Combined Min-Variance,CR_ETC-USD,2.1675846562425394e-16
2022-07-01,Combined Min-Variance,CR_ETH-USD,0.0
2022-07-01,Combined Min-Variance,CR_LTC-USD,0.0
2022-07-01,Combined Min-Variance,CR_TRX-USD,0.0
2022-07-01,Combined Min-Variance,CR_XLM-USD,0.0
2022-07-01,Combined Min-Variance,CR_XRP-USD,5.142752862126381e-17
2022-08-01,Combined Min-Variance,EQ_ABBV,0.05450869755303413
2022-08-01,Combined Min-Variance,EQ_ABT,2.339887312538712e-16
2022-08-01,Combined Min-Variance,EQ_ADBE,8.668501469339971e-17
2022-08-01,Combined Min-Variance,EQ_AEP,0.0
2022-08-01,Combined Min-Variance,EQ_AMD,0.0
2022-08-01,Combined Min-Variance,EQ_AMGN,0.07513867704490357
2022-08-01,Combined Min-Variance,EQ_AMT,0.0
2022-08-01,Combined Min-Variance,EQ_BA,3.2528773582527536e-17
2022-08-01,Combined Min-Variance,EQ_CAT,1.164137756521116e-16
2022-08-01,Combined Min-Variance,EQ_CCI,0.0
2022-08-01,Combined Min-Variance,EQ_CMCSA,8.341560288781116e-17
2022-08-01,Combined Min-Variance,EQ_COP,1.4749220890386592e-16
2022-08-01,Combined Min-Variance,EQ_CVX,0.048028959066742705
2022-08-01,Combined Min-Variance,EQ_D,1.2745890277171683e-16
2022-08-01,Combined Min-Variance,EQ_DD,0.0
2022-08-01,Combined Min-Variance,EQ_DIS,0.05188220563156366
2022-08-01,Combined Min-Variance,EQ_DOW,3.3052482053090685e-16
2022-08-01,Combined Min-Variance,EQ_DUK,0.1642606088454041
2022-08-01,Combined Min-Variance,EQ_EA,0.09566734261207177
2022-08-01,Combined Min-Variance,EQ_GE,2.412923511396653e-16
2022-08-01,Combined Min-Variance,EQ_GILD,0.16902307771585487
2022-08-01,Combined Min-Variance,EQ_GS,1.0159905936161736e-16
2022-08-01,Combined Min-Variance,EQ_INTC,8.578186563294597e-17
2022-08-01,Combined Min-Variance,EQ_KO,0.02606354177796324
2022-08-01,Combined Min-Variance,EQ_MMM,0.032104577943030996
2022-08-01,Combined Min-Variance,EQ_MRK,0.06199752110471795
2022-08-01,Combined Min-Variance,EQ_MS,1.2095769715976202e-16
2022-08-01,Combined Min-Variance,EQ_NEE,0.0
2022-08-01,Combined Min-Variance,EQ_NEM,0.05946037528562219
2022-08-01,Combined Min-Variance,EQ_NKE,1.3118466013722856e-16
2022-08-01,Combined Min-Variance,EQ_NUE,1.531591463182273e-17
2022-08-01,Combined Min-Variance,EQ_NVDA,0.0
2022-08-01,Combined Min-Variance,EQ_O,3.6961920477014674e-17
2022-08-01,Combined Min-Variance,EQ_OXY,1.1400647531545813e-16
2022-08-01,Combined Min-Variance,EQ_PLD,3.616410066611253e-16
2022-08-01,Combined Min-Variance,EQ_PSA,0.0
2022-08-01,Combined Min-Variance,EQ_QCOM,0.0
2022-08-01,Combined Min-Variance,EQ_SBUX,1.409778532551316e-16
2022-08-01,Combined Min-Variance,EQ_SHW,0.02299684002921928
2022-08-01,Combined Min-Variance,EQ_SLB,0.0
2022-08-01,Combined Min-Variance,EQ_SO,0.002530874525068613
2022-08-01,Combined Min-Variance,EQ_T,0.0
2022-08-01,Combined Min-Variance,EQ_TMUS,1.0689859854791533e-16
2022-08-01,Combined Min-Variance,EQ_TTWO,0.027288486784130674
2022-08-01,Combined Min-Variance,EQ_UPS,3.0612124427021974e-17
2022-08-01,Combined Min-Variance,EQ_USB,1.0731337541029217e-16
2022-08-01,Combined Min-Variance,EQ_V,0.0
2022-08-01,Combined Min-Variance,EQ_WFC,0.0
2022-08-01,Combined Min-Variance,EQ_WMT,0.10904821408067149
2022-08-01,Combined Min-Variance,EQ_XOM,3.3317167881281765e-17
2022-08-01,Combined Min-Variance,CR_ADA-USD,1.9511306595485064e-16
2022-08-01,Combined Min-Variance,CR_BCH-USD,0.0
2022-08-01,Combined Min-Variance,CR_BTC-USD,1.0077275884932632e-16
2022-08-01,Combined Min-Variance,CR_EOS-USD,0.0
2022-08-01,Combined Min-Variance,CR_ETC-USD,0.0
2022-08-01,Combined Min-Variance,CR_ETH-USD,0.0
2022-08-01,Combined Min-Variance,CR_LTC-USD,3.7427948221541614e-16
2022-08-01,Combined Min-Variance,CR_TRX-USD,0.0
2022-08-01,Combined Min-Variance,CR_XLM-USD,5.178482320446385e-17
2022-08-01,Combined Min-Variance,CR_XRP-USD,1.1780579526073517e-16
2022-09-01,Combined Min-Variance,EQ_ABBV,0.05364403714272762
2022-09-01,Combined Min-Variance,EQ_ABT,8.543345931878788e-17
2022-09-01,Combined Min-Variance,EQ_ADBE,0.0
2022-09-01,Combined Min-Variance,EQ_AEP,1.614254051966682e-17
2022-09-01,Combined Min-Variance,EQ_AMD,0.0
2022-09-01,Combined Min-Variance,EQ_AMGN,0.13376834785904887
2022-09-01,Combined Min-Variance,EQ_AMT,6.989489918995687e-17
2022-09-01,Combined Min-Variance,EQ_BA,0.0
2022-09-01,Combined Min-Variance,EQ_CAT,3.733437497326858e-17
2022-09-01,Combined Min-Variance,EQ_CCI,1.918245770668179e-16
2022-09-01,Combined Min-Variance,EQ_CMCSA,2.0086449271837172e-16
2022-09-01,Combined Min-Variance,EQ_COP,3.794587750739794e-18
2022-09-01,Combined Min-Variance,EQ_CVX,0.07396839404073645
2022-09-01,Combined Min-Variance,EQ_D,5.869014015158811e-17
2022-09-01,Combined Min-Variance,EQ_DD,1.6978976782326431e-16
2022-09-01,Combined Min-Variance,EQ_DIS,0.029859862062181435
2022-09-01,Combined Min-Variance,EQ_DOW,0.0
2022-09-01,Combined Min-Variance,EQ_DUK,0.11685472769610444
2022-09-01,Combined Min-Variance,EQ_EA,0.10190906503965927
2022-09-01,Combined Min-Variance,EQ_GE,8.932315383317934e-17
2022-09-01,Combined Min-Variance,EQ_GILD,0.14252705122073145
2022-09-01,Combined Min-Variance,EQ_GS,0.0
2022-09-01,Combined Min-Variance,EQ_INTC,0.0
2022-09-01,Combined Min-Variance,EQ_KO,0.032370377657287834
2022-09-01,Combined Min-Variance,EQ_MMM,6.01033110089442e-17
2022-09-01,Combined Min-Variance,EQ_MRK,0.06466892819437442
2022-09-01,Combined Min-Variance,EQ_MS,5.806465658588869e-17
2022-09-01,Combined Min-Variance,EQ_NEE,1.214724176441903e-16
2022-09-01,Combined Min-Variance,EQ_NEM,0.059496094003863124
2022-09-01,Combined Min-Variance,EQ_NKE,2.157440509933898e-16
2022-09-01,Combined Min-Variance,EQ_NUE,0.0
2022-09-01,Combined Min-Variance,EQ_NVDA,1.7251221587073785e-16
2022-09-01,Combined Min-Variance,EQ_O,0.01906199310949643
2022-09-01,Combined Min-Variance,EQ_OXY,0.0
2022-09-01,Combined Min-Variance,EQ_PLD,0.0
2022-09-01,Combined Min-Variance,EQ_PSA,2.9104632954944193e-16
2022-09-01,Combined Min-Variance,EQ_QCOM,1.8431942226299836e-16
2022-09-01,Combined Min-Variance,EQ_SBUX,7.419455282471397e-17
2022-09-01,Combined Min-Variance,EQ_SHW,0.02571686891354343
2022-09-01,Combined Min-Variance,EQ_SLB,6.375962412911052e-17
2022-09-01,Combined Min-Variance,EQ_SO,0.030622385782602412
2022-09-01,Combined Min-Variance,EQ_T,0.0
2022-09-01,Combined Min-Variance,EQ_TMUS,9.22718321155465e-17
2022-09-01,Combined Min-Variance,EQ_TTWO,0.012174379823071043
2022-09-01,Combined Min-Variance,EQ_UPS,0.004225793567074246
2022-09-01,Combined Min-Variance,EQ_USB,0.0
2022-09-01,Combined Min-Variance,EQ_V,0.0
2022-09-01,Combined Min-Variance,EQ_WFC,0.0
2022-09-01,Combined Min-Variance,EQ_WMT,0.09913169388749683
2022-09-01,Combined Min-Variance,EQ_XOM,0.0
2022-09-01,Combined Min-Variance,CR_ADA-USD,1.7485011993964225e-16
2022-09-01,Combined Min-Variance,CR_BCH-USD,2.6241800150796106e-16
2022-09-01,Combined Min-Variance,CR_BTC-USD,0.0
2022-09-01,Combined Min-Variance,CR_EOS-USD,4.886184721543605e-16
2022-09-01,Combined Min-Variance,CR_ETC-USD,0.0
2022-09-01,Combined Min-Variance,CR_ETH-USD,0.0
2022-09-01,Combined Min-Variance,CR_LTC-USD,1.5820661209479992e-16
2022-09-01,Combined Min-Variance,CR_TRX-USD,0.0
2022-09-01,Combined Min-Variance,CR_XLM-USD,4.208312271917301e-17
2022-09-01,Combined Min-Variance,CR_XRP-USD,0.0
2022-10-03,Combined Min-Variance,EQ_ABBV,0.07325374157296684
2022-10-03,Combined Min-Variance,EQ_ABT,0.0
2022-10-03,Combined Min-Variance,EQ_ADBE,7.917479314712876e-18
2022-10-03,Combined Min-Variance,EQ_AEP,0.0
2022-10-03,Combined Min-Variance,EQ_AMD,0.0
2022-10-03,Combined Min-Variance,EQ_AMGN,0.16483795411918786
2022-10-03,Combined Min-Variance,EQ_AMT,1.808653345295112e-16
2022-10-03,Combined Min-Variance,EQ_BA,2.0187659763313003e-16
2022-10-03,Combined Min-Variance,EQ_CAT,2.123872251533644e-17
2022-10-03,Combined Min-Variance,EQ_CCI,0.0
2022-10-03,Combined Min-Variance,EQ_CMCSA,1.5654166719756557e-16
2022-10-03,Combined Min-Variance,EQ_COP,0.0
2022-10-03,Combined Min-Variance,EQ_CVX,0.0777441146759911
2022-10-03,Combined Min-Variance,EQ_D,3.730015230500646e-17
2022-10-03,Combined Min-Variance,EQ_DD,0.0
2022-10-03,Combined Min-Variance,EQ_DIS,0.0
2022-10-03,Combined Min-Variance,EQ_DOW,9.058148327913027e-17
2022-10-03,Combined Min-Variance,EQ_DUK,0.057857240034319864
2022-10-03,Combined Min-Variance,EQ_EA,0.09469074998517128
2022-10-03,Combined Min-Variance,EQ_GE,2.770575803991015e-16
2022-10-03,Combined Min-Variance,EQ_GILD,0.09747109574526619
2022-10-03,Combined Min-Variance,EQ_GS,3.2959123178790337e-17
2022-10-03,Combined Min-Variance,EQ_INTC,0.0
2022-10-03,Combined Min-Variance,EQ_KO,0.0629916961492005
2022-10-03,Combined Min-Variance,EQ_MMM,0.020458706053458845
2022-10-03,Combined Min-Variance,EQ_MRK,0.07849237401155174
2022-10-03,Combined Min-Variance,EQ_MS,1.0955425302827945e-16
2022-10-03,Combined Min-Variance,EQ_NEE,0.0
2022-10-03,Combined Min-Variance,EQ_NEM,0.05562054486180647
2022-10-03,Combined Min-Variance,EQ_NKE,0.0
2022-10-03,Combined Min-Variance,EQ_NUE,0.0
2022-10-03,Combined Min-Variance,EQ_NVDA,6.649601955723847e-17
2022-10-03,Combined Min-Variance,EQ_O,0.07275815939278307
2022-10-03,Combined Min-Variance,EQ_OXY,0.0
2022-10-03,Combined Min-Variance,EQ_PLD,5.441686845218749e-17
2022-10-03,Combined Min-Variance,EQ_PSA,1.1470611499514915e-16
2022-10-03,Combined Min-Variance,EQ_QCOM,1.0608703484022846e-16
2022-10-03,Combined Min-Variance,EQ_SBUX,6.806528547382378e-17
2022-10-03,Combined Min-Variance,EQ_SHW,0.013554509276380324
2022-10-03,Combined Min-Variance,EQ_SLB,1.5956213984939433e-16
2022-10-03,Combined Min-Variance,EQ_SO,2.5750891603884887e-16
2022-10-03,Combined Min-Variance,EQ_T,1.1265077157422026e-17
2022-10-03,Combined Min-Variance,EQ_TMUS,1.2974053722501134e-16
2022-10-03,Combined Min-Variance,EQ_TTWO,0.013634204980953333
2022-10-03,Combined Min-Variance,EQ_UPS,0.0009311142363523197
2022-10-03,Combined Min-Variance,EQ_USB,1.0972360905949775e-16
2022-10-03,Combined Min-Variance,EQ_V,8.069747338025381e-17
2022-10-03,Combined Min-Variance,EQ_WFC,0.0
2022-10-03,Combined Min-Variance,EQ_WMT,0.1157037949046106
2022-10-03,Combined Min-Variance,EQ_XOM,2.1391279716951165e-16
2022-10-03,Combined Min-Variance,CR_ADA-USD,1.004760606588107e-17
2022-10-03,Combined Min-Variance,CR_BCH-USD,2.5654397827944582e-17
2022-10-03,Combined Min-Variance,CR_BTC-USD,2.7585365034671957e-18
2022-10-03,Combined Min-Variance,CR_EOS-USD,0.0
2022-10-03,Combined Min-Variance,CR_ETC-USD,0.0
2022-10-03,Combined Min-Variance,CR_ETH-USD,0.0
2022-10-03,Combined Min-Variance,CR_LTC-USD,1.9099689686084045e-16
2022-10-03,Combined Min-Variance,CR_TRX-USD,0.0
2022-10-03,Combined Min-Variance,CR_XLM-USD,0.0
2022-10-03,Combined Min-Variance,CR_XRP-USD,3.198028420457436e-16
2022-11-01,Combined Min-Variance,EQ_ABBV,0.08777332639495339
2022-11-01,Combined Min-Variance,EQ_ABT,2.1489664048610466e-16
2022-11-01,Combined Min-Variance,EQ_ADBE,1.2901536688525588e-16
2022-11-01,Combined Min-Variance,EQ_AEP,4.721050224657289e-16
2022-11-01,Combined Min-Variance,EQ_AMD,1.4804918977812664e-15
2022-11-01,Combined Min-Variance,EQ_AMGN,0.17446739386999913
2022-11-01,Combined Min-Variance,EQ_AMT,1.7026458336256232e-16
2022-11-01,Combined Min-Variance,EQ_BA,0.0
2022-11-01,Combined Min-Variance,EQ_CAT,0.0
2022-11-01,Combined Min-Variance,EQ_CCI,0.0
2022-11-01,Combined Min-Variance,EQ_CMCSA,0.0
2022-11-01,Combined Min-Variance,EQ_COP,3.015067242263634e-16
2022-11-01,Combined Min-Variance,EQ_CVX,0.07048745294033117
2022-11-01,Combined Min-Variance,EQ_D,2.106717795479557e-16
2022-11-01,Combined Min-Variance,EQ_DD,0.0
2022-11-01,Combined Min-Variance,EQ_DIS,0.0
2022-11-01,Combined Min-Variance,EQ_DOW,2.498380695499412e-16
2022-11-01,Combined Min-Variance,EQ_DUK,0.02350476991138612
2022-11-01,Combined Min-Variance,EQ_EA,0.10603404479548326
