date,fg_index,fg_roll,fg_z,label
2020-04-21,45.90163043478261,52.67924034098037,-1.0659935856904281,Fear
2020-04-22,53.929352678571426,52.91665904676791,-0.7422648260962824,Fear
2020-04-23,52.94704887218045,52.862012375300274,-0.8167774855410603,Fear
2020-04-24,50.1047572815534,52.80801947435861,-0.8903987058688994,Fear
2020-04-27,52.954681159420296,52.65091107732086,-1.1046215335359315,Fear
2020-04-28,53.00871875,52.45586839951255,-1.3705690878592538,Fear
2020-04-29,55.856612500000004,52.504809217510065,-1.3038365603976847,Fear
2020-04-30,54.17590476190476,52.40207704533084,-1.4439154920879,Fear
2020-05-01,49.74432471264368,52.224893556485036,-1.6855114138344591,Extreme fear
2020-05-04,51.715354729729725,52.362599330737545,-1.4977447450715973,Fear
2020-05-05,55.546137123745815,52.273886053441544,-1.6187084202938269,Extreme fear
2020-05-06,52.795445344129554,52.58900352930972,-1.1890346536423833,Fear
2020-05-07,54.90608695652173,52.631168098341,-1.131541780087877,Fear
2020-05-08,54.29916256157635,52.52850823514248,-1.2715221159385035,Fear
2020-05-11,52.569898785425096,52.69700777681233,-1.0417670617357615,Fear
2020-05-12,49.61181818181818,52.9443536266147,-0.7045022919625791,Fear
2020-05-13,50.90536199095022,52.74275424743995,-0.9793901393152425,Fear
2020-05-14,51.61675115207373,52.65406773276617,-1.1003173227603469,Fear
2020-05-15,49.23608695652174,52.59615637776405,-1.1792814930815723,Fear
2020-05-18,53.75269961977186,52.64935760845416,-1.1067397429989043,Fear
2020-05-19,55.110092592592586,52.789449197960344,-0.9157199311859576,Fear
2020-05-20,54.39751428571429,52.69217598367462,-1.0483553816994136,Fear
2020-05-21,53.60422839506173,52.65406422588509,-1.1003221045161071,Fear
2020-05-22,50.97187969924812,52.73590122499205,-0.9887344765660508,Fear
2020-05-26,55.59770491803279,52.81248081710271,-0.8843155080522771,Fear
2020-05-27,55.44494186046512,53.00173056826954,-0.6262668130452269,Fear
2020-05-28,53.52007425742575,52.90272966119125,-0.761258033475131,Fear
2020-05-29,54.023322368421056,52.883026790251584,-0.7881235913029543,Fear
2020-06-01,53.21834080717489,52.92934407751943,-0.7249683403076777,Fear
2020-06-02,54.401714285714284,53.27147951351201,-0.25845463432279203,Neutral
2020-06-03,55.526346153846156,53.60154981086172,0.19160783057629455,Neutral
2020-06-04,54.79367768595041,53.82847313471006,0.5010257675864576,Greed
2020-06-05,53.20158333333333,54.11172287591088,0.8872467566620214,Greed
2020-06-08,56.50022151898734,54.30797444014056,1.154842670158996,Greed
2020-06-09,55.177352941176466,54.312778750753694,1.1613935167333427,Greed
2020-06-10,53.3083918128655,54.234984288407354,1.0553180299045548,Greed
2020-06-11,50.76211656441718,54.031976300504176,0.7785094949847763,Greed
2020-06-12,53.67873134328358,54.22532284650671,1.0421443139076936,Greed
2020-06-15,50.06388888888889,53.947893915998854,0.66386020503378,Greed
2020-06-16,52.607300884955755,53.74853364712705,0.3920254633686502,Neutral
2020-06-17,52.28225,53.53768752309603,0.104529354031439,Neutral
2020-06-18,53.65721649484536,53.54683033892401,0.11699590512888187,Neutral
2020-06-19,50.273812500000005,53.296863014362614,-0.22384333772228024,Neutral
2020-06-22,52.77453781512605,53.267276148226024,-0.26418607079760736,Neutral
2020-06-23,56.198170731707314,53.38703991129223,-0.10088396562799966,Neutral
2020-06-24,49.31030303030303,52.972637036389344,-0.6659368675025865,Fear
2020-06-25,51.00657894736842,52.72016378715055,-1.0101930268294759,Fear
2020-06-26,50.8364705882353,52.56248960414401,-1.2251873235737405,Fear
2020-06-29,54.2793125,52.41442900287819,-1.427073163333316,Fear
2020-06-30,53.32550420168067,52.29097242024513,-1.5954105579246907,Extreme fear
2020-07-01,54.663423913043474,52.38130789359034,-1.472234961307786,Fear
2020-07-02,53.54390909090909,52.5667607286898,-1.2193634949638863,Fear
2020-07-06,51.76070048309179,52.608535084376165,-1.162402691035938,Fear
2020-07-07,52.5818125,52.60671448545075,-1.1648851417336927,Fear
2020-07-08,52.74755813953488,52.639950781131816,-1.1195662830589108,Fear
2020-07-09,53.62202247191011,52.63743692235073,-1.1229940179641968,Fear
2020-07-10,53.41897849462366,52.86209163625241,-0.8166694104438034,Fear
2020-07-13,53.9138,52.943467506600555,-0.7057105477825188,Fear
2020-07-14,53.15676229508197,52.726224046841594,-1.001929649493249,Fear
2020-07-15,55.48521008403361,53.16728883639378,-0.4005222888189935,Neutral
2020-07-16,51.01598039215686,53.167960368164394,-0.39960663162000504,Neutral
2020-07-17,49.98733333333334,53.107307707099956,-0.48230866921785764,Neutral
2020-07-20,55.72402985074627,53.21050180358184,-0.34159988748684084,Neutral
2020-07-21,56.35486111111111,53.426884439969726,-0.04655454873309491,Neutral
2020-07-22,53.44523809523809,53.33987116726934,-0.16520020786970716,Neutral
2020-07-23,52.35076576576577,53.25464664404482,-0.2814068441537283,Neutral
2020-07-24,49.02448051948052,52.972635569073866,-0.6659388682388724,Fear
2020-07-27,51.20528776978417,52.935608054853354,-0.7164271867970048,Fear
2020-07-28,51.31875,52.851403888186695,-0.8312425310102355,Fear
2020-07-29,53.12078651685393,52.876285780007954,-0.7973151959717732,Fear
2020-07-30,52.02192893401015,52.76961287748129,-0.9427674521565321,Fear
2020-07-31,48.62152482269504,52.44978263268605,-1.378867245072214,Fear
2020-08-03,52.559658385093165,52.359506525025594,-1.5019618944890134,Extreme fear
2020-08-04,53.37416083916084,52.37399976129753,-1.4821998568464603,Fear
2020-08-05,53.81814814814815,52.26286229890516,-1.6337396975063592,Extreme fear
2020-08-06,53.981437500000006,52.46055943942803,-1.3641726898669095,Fear
2020-08-07,52.99811111111111,52.66127795794656,-1.0904859270145966,Fear
2020-08-10,54.82283653846154,52.601198403794236,-1.1724065131713841,Fear
2020-08-11,52.59362745098039,52.35044949311886,-1.5143114761912901,Extreme fear
2020-08-12,51.726701030927835,52.235880355498175,-1.670530526778253,Extreme fear
2020-08-13,50.713873239436616,52.12675418707623,-1.8193278973363736,Extreme fear
2020-08-14,52.78253623188406,52.377291234569796,-1.4777118172198753,Fear
2020-08-17,52.421338582677166,52.45836128876267,-1.367169945647321,Fear
2020-08-18,55.77969298245614,52.75575748759307,-0.9616597638104455,Fear
2020-08-19,55.873806818181826,52.93929217434827,-0.7114037602294614,Fear
2020-08-20,52.832142857142856,52.993306435890446,-0.6377534139711889,Fear
2020-08-21,53.799784946236564,53.33852377745988,-0.1670374212866415,Neutral
2020-08-24,53.02089108910891,53.36927262439427,-0.12511028650591763,Neutral
2020-08-25,54.67476744186046,53.4559797312409,-0.0068820952842206665,Neutral
2020-08-26,52.60329545454545,53.37498955166739,-0.11731505500266239,Neutral
2020-08-27,51.96015625,53.24023746833406,-0.3010542622632045,Neutral
2020-08-28,53.4650625,53.271367560926656,-0.25860728561229634,Neutral
2020-08-31,53.362635658914726,53.17402083562354,-0.3913429709846683,Neutral
2020-09-01,53.10940000000001,53.208405672224835,-0.34445803635046696,Neutral
2020-09-02,54.36966666666667,53.3846033812741,-0.10420626004396295,Neutral
2020-09-03,51.77672413793103,53.455460107840395,-0.007590620075240012,Neutral
2020-09-04,50.99929487179487,53.336577350501116,-0.16969144293549251,Neutral
2020-09-08,50.573041958041955,53.03004790360181,-0.5876551298936376,Fear
2020-09-09,53.24285714285714,52.842122926792904,-0.8438974484477098,Fear
2020-09-10,53.06336538461539,52.858638821612374,-0.8213774447026003,Fear
2020-09-11,49.88375,52.57892203973832,-1.2027811194188862,Fear
2020-09-14,54.32241610738255,52.67188811247216,-1.0760186079704572,Fear
2020-09-15,51.81747252747253,52.46779561858731,-1.3543059049576764,Fear
2020-09-16,52.26852564102564,52.44388348905018,-1.3869109349978832,Fear
2020-09-17,53.43216981132075,52.5490273148588,-1.243543628723092,Fear
2020-09-18,50.78611842105263,52.357674166362564,-1.5044603800028093,Extreme fear
2020-09-21,53.191173913043485,52.345426898800326,-1.5211599602788841,Extreme fear
2020-09-22,55.07842857142857,52.48607179675952,-1.3293856929205297,Fear
2020-09-23,53.13847222222222,52.39812933644206,-1.4492983320691246,Fear
2020-09-24,53.80293333333333,52.54285856468507,-1.2519549366500011,Fear
2020-09-25,52.078984375,52.61997924348544,-1.1467981773951355,Fear
2020-09-28,53.8349025974026,52.700974133746584,-1.0363587944883461,Fear
2020-09-29,54.58271604938271,52.96828573983597,-0.6718700134658641,Fear
2020-09-30,51.88640625,52.87785568031216,-0.7951745816655805,Fear
2020-10-01,53.29276699029126,52.89314912069055,-0.7743214375664181,Fear
2020-10-02,52.55611842105263,53.071307015427394,-0.5313968791001875,Fear
2020-10-05,52.61970802919708,52.957793143548365,-0.6861770377158751,Fear
2020-10-06,50.89981012658228,52.89661565015568,-0.76959470266101,Fear
2020-10-07,51.96807692307692,52.87658573562577,-0.7969061959320939,Fear
2020-10-08,55.547763157894735,53.01762529206403,-0.6045937978503404,Fear
2020-10-09,56.60063953488372,53.40526003298611,-0.07604018857156064,Neutral
2020-10-12,55.1974832214765,53.53901398688164,0.10633803407852102,Neutral
2020-10-13,52.442,53.363252082119736,-0.13331950774715867,Neutral
2020-10-14,52.656129032258065,53.33109586945545,-0.1771656352227649,Neutral
2020-10-15,52.80565934065934,53.264610936610524,-0.267820180618398,Neutral
2020-10-16,57.151593406593406,53.60278487205008,0.19329187996576686,Neutral
2020-10-19,53.7215,53.59522469888991,0.18298331783566385,Neutral
2020-10-20,56.379375,53.715001962264395,0.3463038311506644,Neutral
2020-10-21,53.798465909090915,53.84247260620379,0.5201145395794082,Greed
2020-10-22,54.9054296875,53.94998345268437,0.6667093618307776,Greed
2020-10-23,55.69457894736843,54.159214154438764,0.9520027860505847,Greed
2020-10-26,51.380445205479454,54.07659663285758,0.8393508882420212,Greed
2020-10-27,49.612765151515156,53.99079363451978,0.7223554807857505,Greed
2020-10-28,49.902793296089385,53.853108059387274,0.5346163542337744,Greed
2020-10-29,53.029637096774195,53.68523298864591,0.3057127881157997,Neutral
2020-10-30,53.095929203539825,53.451585633222976,-0.012873602550506428,Neutral
2020-11-02,52.1075,53.24558675179121,-0.29376032603961844,Neutral
2020-11-03,54.072343749999995,53.35427633512454,-0.14555825461231284,Neutral
2020-11-04,52.73702586206896,53.35966945711194,-0.13820454301014332,Neutral
2020-11-05,51.5327619047619,53.27480962805211,-0.2539139059678106,Neutral
2020-11-06,51.9491304347826,52.927978763264726,-0.7268299943364365,Fear
2020-11-09,55.19625,53.02629542993139,-0.5927717597847262,Fear
2020-11-10,51.40078512396694,52.69438943819585,-1.045337258573026,Fear
2020-11-11,54.47712643678161,52.73963347337523,-0.9836454245658038,Fear
2020-11-12,50.609032258064516,52.45320697807953,-1.3741980296328709,Fear
2020-11-13,54.6058152173913,52.38062272941439,-1.473169206771143,Fear
2020-11-16,54.31692546583851,52.57638808010499,-1.2062362625435161,Fear
2020-11-17,51.87394117647059,52.72713314843535,-1.0006900574808362,Fear
2020-11-18,55.284040404040404,53.08588295563209,-0.5115220717351502,Fear
2020-11-19,50.113200000000006,52.89145381584714,-0.7766330453745318,Fear
2020-11-20,52.212555555555554,52.83256223931486,-0.8569337822440191,Fear
2020-11-23,52.98686274509804,52.8911864223214,-0.7769976458558889,Fear
2020-11-24,53.801611111111114,52.873137579728805,-0.8016078778307795,Fear
2020-11-25,56.237088607594934,53.10647509609719,-0.48344396361791386,Neutral
2020-11-27,56.12318181818181,53.51702970857823,0.07636169703241891,Neutral
2020-11-30,50.200181818181825,53.16016769559122,-0.4102322148808899,Neutral
2020-12-01,56.321333333333335,53.51163542483169,0.06900640133078645,Neutral
2020-12-02,51.93840425531915,53.330298126155796,-0.17825338628271534,Neutral
2020-12-03,56.516020408163264,53.75222585116285,0.3970599134921711,Neutral
2020-12-04,55.09845744680851,53.7874145818355,0.4450409859799634,Neutral
2020-12-07,53.78603658536585,53.74949394751603,0.3933348667399295,Neutral
2020-12-08,52.38333333333333,53.785879101577656,0.4429473046181519,Neutral
2020-12-09,51.99266990291262,53.550781208639954,0.12238305500916544,Neutral
2020-12-10,53.60757142857143,53.80037916782363,0.4627186551706317,Neutral
2020-12-11,49.05421052631579,53.5747830943065,0.15511047069015102,Neutral
2020-12-14,53.71993103448276,53.627145114976834,0.22650792838087025,Neutral
2020-12-15,52.282088607594936,53.51860779329711,0.07851347107601278,Neutral
2020-12-16,53.18861111111111,53.30085940069113,-0.21839412433912153,Neutral
2020-12-17,57.309950495049506,53.56813214031502,0.146041660890031,Neutral
2020-12-18,54.40424418604652,53.453536298172665,-0.010213802251907832,Neutral
2020-12-21,52.77306074766355,53.625061560138114,0.22366692804246935,Neutral
2020-12-22,51.08780898876404,53.27615993716682,-0.25207271197544023,Neutral
2020-12-23,55.82736842105263,53.53542421488238,0.10144325364118739,Neutral
2020-12-24,57.248363636363635,53.58424709676241,0.16801497105664992,Neutral
2020-12-28,56.07726086956522,53.63974809205907,0.24369253110411793,Neutral
2020-12-29,52.97144578313253,53.681756124187594,0.300971961083518,Neutral
2020-12-30,56.543934426229505,54.00684644728165,0.7442440558504627,Greed
2020-12-31,54.34726190476191,54.059681481295264,0.8162864838790572,Greed
2021-01-04,53.634521739130435,54.43814776280504,1.3323385761308277,Greed
2021-01-05,55.44583333333333,54.681512741708,1.6641752883543905,Extreme greed
2021-01-06,55.017788461538466,54.82221869174086,1.8560328023634831,Extreme greed
2021-01-07,51.71288659793814,54.39167531504,1.268971758337864,Greed
2021-01-08,53.523132530120485,54.323897495353386,1.176554316239694,Greed
2021-01-11,52.834999999999994,54.32866205322541,1.1830509585527245,Greed
2021-01-12,53.271422413793104,54.49663231668919,1.412084323297335,Greed
2021-01-13,52.66851239669422,54.25364339173854,1.0807603738702831,Greed
2021-01-14,53.017967032967036,53.92822826840033,0.6370454025414176,Greed
2021-01-15,50.59247967479675,53.68996051171437,0.3121589321709988,Neutral
2021-01-19,53.06983425414364,53.513890366572845,0.07208109374139628,Neutral
2021-01-20,53.20202970297029,53.25682077247598,-0.2784423435349393,Neutral
2021-01-21,54.641913580246914,53.279486285974826,-0.24753711832866995,Neutral
2021-01-22,51.483218390804595,53.15118143631981,-0.4224852956045637,Neutral
2021-01-25,53.99464071856287,53.17690422056499,-0.3874113741568889,Neutral
2021-01-26,55.0572697368421,53.14914967795847,-0.4252556696234516,Neutral
2021-01-27,49.679605263157896,52.767850878074135,-0.9451700003491558,Fear
2021-01-28,53.65117021276596,52.906299707704704,-0.7563901494317918,Fear
2021-01-29,50.005091743119266,52.655011080061755,-1.0990310355284616,Fear
2021-02-01,53.75453237410072,52.72069196392609,-1.0094728392106154,Fear
2021-02-02,54.807561983471075,52.830416218903096,-0.8598599565892955,Fear
2021-02-03,53.36256637168142,52.879991502830755,-0.7922623125064807,Fear
2021-02-04,50.24,52.681565286190256,-1.062823441086936,Fear
2021-02-05,52.42967532467532,52.81279354689586,-0.8838890899750275,Fear
2021-02-08,54.05083333333334,52.89532953265836,-0.7713483691243135,Fear
2021-02-09,54.15065934065934,52.96738453842607,-0.6730988332996029,Fear
2021-02-10,53.19390804597701,52.96684309462652,-0.673837110972528,Fear
2021-02-11,53.9393137254902,52.92000310430941,-0.7377050859682696,Fear
2021-02-12,51.798095238095236,52.940994894128785,-0.7090820418936842,Fear
2021-02-16,53.11927586206897,52.727306344185415,-1.000453898981237,Fear
2021-02-17,53.16653465346534,52.97637272920737,-0.660843118894225,Fear
2021-02-18,52.58310679611651,52.90008248516098,-0.7648675511408299,Fear
2021-02-19,56.45357142857143,53.360688176979,-0.13681548262485607,Neutral
2021-02-22,54.64269565217391,53.42412841112708,-0.05031249103876252,Neutral
2021-02-23,55.71236559139785,53.488757240264704,0.037811191639670165,Neutral
2021-02-24,53.88311881188118,53.525939557421836,0.08851058944906644,Neutral
2021-02-25,52.39245370370371,53.67968625054352,0.29814961553542696,Neutral
2021-02-26,52.43730769230769,53.680231419660124,0.29889297280924587,Neutral
2021-03-01,54.74515503875969,53.729825827190574,0.3665166925973835,Neutral
2021-03-02,51.53388888888889,53.542913652064115,0.11165536477564075,Neutral
2021-03-03,49.397091836734695,53.27171249426109,-0.25813695687333715,Neutral
2021-03-04,52.63774390243903,53.17874322118602,-0.38490383209965034,Neutral
2021-03-05,54.05622340425532,53.340038090197446,-0.16497260258357205,Neutral
2021-03-08,55.18702702702703,53.46317068598608,0.0029230245450352923,Neutral
2021-03-09,51.61591463414634,53.36294660412457,-0.13373603774267545,Neutral
2021-03-10,52.78122340425532,53.337259187510575,-0.16876173418071924,Neutral
2021-03-11,53.85129629629629,53.42180515418922,-0.05348033362393685,Neutral
2021-03-12,54.261111111111106,53.275641133025196,-0.25278011967813985,Neutral
2021-03-15,54.00534351145038,53.2331509903103,-0.3107169244064959,Neutral
2021-03-16,53.050000000000004,53.05565995088378,-0.5527322021919018,Fear
2021-03-17,53.910821917808214,53.05750682461224,-0.5502139248756375,Fear
2021-03-18,51.343012048192776,52.987544047578176,-0.6456106332010013,Fear
2021-03-19,54.59868055555555,53.13163557179471,-0.4491367696614058,Neutral
2021-03-22,52.928209876543214,53.01050589431361,-0.6143013471993121,Fear
2021-03-23,51.48386363636364,53.0071708774786,-0.6188487600059063,Fear
2021-03-24,52.61096774193548,53.22142927115865,-0.3266999009318202,Neutral
2021-03-25,50.7321568627451,53.094390135179054,-0.49992223307353717,Neutral
2021-03-26,55.05542105263158,53.16100331173747,-0.40909282286194953,Neutral
2021-03-29,51.637499999999996,52.924368176602336,-0.7317531562993722,Fear
2021-03-30,51.73005882352942,52.93197778922787,-0.7213771817185767,Fear
2021-03-31,55.96897435897436,53.14449451954247,-0.43160314192866456,Neutral
2021-04-01,53.1625625,53.09857893312272,-0.494210659682577,Neutral
2021-04-05,56.98372340425532,53.228282341323904,-0.31735549861671636,Neutral
2021-04-06,53.559494949494955,53.26467483771639,-0.26773304921200464,Neutral
2021-04-07,53.56909090909091,53.24026547995088,-0.30101606743800213,Neutral
2021-04-08,53.575879120879115,53.39975598514276,-0.08354515148154955,Neutral
2021-04-09,55.184457831325304,53.441597219126315,-0.026493156642079577,Neutral
2021-04-12,55.71873913043478,53.640920737261425,0.24529147410038407,Neutral
2021-04-13,56.212968749999995,53.97871395966403,0.7058844190621909,Greed
2021-04-14,56.041342281879196,54.22374071251714,1.0399870185410345,Greed
2021-04-15,55.67857142857143,54.57705603864759,1.5217448981251542,Extreme greed
2021-04-16,57.41989010989011,54.74594668559463,1.7520332381355044,Extreme greed
2021-04-19,54.625838926174495,54.95939946603567,2.0430836152104064,Extreme greed
2021-04-20,52.15410377358491,54.98968839103963,2.0843836302553296,Extreme greed
2021-04-21,51.87386597938145,54.697180649640146,1.685539032139804,Extreme greed
2021-04-22,55.39759124087591,54.856825559702706,1.9032204845706002,Extreme greed
2021-04-23,52.80434343434344,54.71999341801209,1.7166450445471253,Extreme greed
2021-04-26,54.585229007633586,54.560093791570644,1.498616277370801,Greed
2021-04-27,52.70186131386861,54.502918215862216,1.4206553680070122,Greed
2021-04-28,52.47970394736842,54.43029241841405,1.3216275376410653,Greed
2021-04-29,56.66568181818182,54.63627926490089,1.6024978510592904,Extreme greed
2021-04-30,51.818555555555555,54.411885779849584,1.296529438268457,Greed
2021-05-03,53.558519999999994,54.26787117115393,1.100160451748071,Greed
2021-05-04,54.281228070175445,54.13908845916562,0.9245606923657887,Greed
2021-05-05,57.28903669724771,54.22226808685686,1.0379790416347123,Greed
2021-05-06,53.57582191780822,54.08208478613931,0.8468341783579547,Greed
2021-05-07,49.92821428571428,53.582639731194256,0.16582327154473836,Neutral
2021-05-10,54.134357798165134,53.5498743226603,0.1211464840645447,Neutral
2021-05-11,52.383023255813946,53.56513562147557,0.14195580201139404,Neutral
2021-05-12,53.05598765432099,53.643943733138194,0.24941343535107188,Neutral
2021-05-13,53.619393939393944,53.52539724637274,0.08777112925086751,Neutral
2021-05-14,50.316607142857144,53.359548160273654,-0.13836993551732255,Neutral
2021-05-17,51.44266666666667,53.15004400420919,-0.42403622431117644,Neutral
2021-05-18,51.81034782608696,53.09060977169042,-0.5050768917131421,Fear
2021-05-19,50.70563218390805,52.97233832079306,-0.6663441767292823,Fear
2021-05-20,55.82841176470588,52.916520317228,-0.742453988705547,Fear
2021-05-21,52.5225352112676,52.96345229427546,-0.6784605865661533,Fear
2021-05-24,55.31760504201681,53.080724630409925,-0.518555629685921,Fear
2021-05-25,51.074285714285715,52.866928473350605,-0.8100742128625344,Fear
2021-05-26,53.498352941176464,52.614216222945856,-1.1546562586891347,Fear
2021-05-27,52.888,52.568361428425305,-1.2171808845493497,Fear
2021-05-28,53.93846153846154,52.83571124527512,-0.8526400018104676,Fear
2021-06-01,54.79373333333333,52.91514435417722,-0.7443301627424563,Fear
2021-06-02,55.13892857142857,53.06392584825634,-0.5414613602652932,Fear
2021-06-03,53.727619047619044,53.071656213129565,-0.5309207357457624,Fear
2021-06-04,55.936194029850746,53.47305527648625,0.016401011509465803,Neutral
2021-06-07,51.79296460176991,53.49807655756505,0.05051840870539255,Neutral
2021-06-08,53.52219298245614,53.62035121159141,0.21724420205202244,Neutral
2021-06-09,52.873714285714286,53.77521421886329,0.42840536176286453,Neutral
2021-06-10,52.66970297029703,53.549592162119794,0.12076174823894117,Neutral
2021-06-11,53.076,53.58912536131498,0.17466665642969534,Neutral
2021-06-14,54.58732673267326,53.53696262493328,0.10354092987892285,Neutral
2021-06-15,51.578359375,53.572967886412876,0.152635370853943,Neutral
2021-06-16,55.404550561797755,53.7091248593144,0.3382901944757531,Neutral
2021-06-17,49.60258426966292,53.474452307147466,0.018305911974534197,Neutral
2021-06-18,55.05941558441558,53.55452045328703,0.12748164666142206,Neutral
2021-06-21,53.896123188405795,53.57729396896162,0.1585341366346811,Neutral
2021-06-22,51.68462264150943,53.37001992284003,-0.1240913187793023,Neutral
2021-06-23,55.63762195121951,53.40326614815943,-0.07875892069324367,Neutral
2021-06-24,54.113377192982455,53.42898335785032,-0.043692600346504955,Neutral
2021-06-25,56.29094444444445,53.4526333854899,-0.011444955466414936,Neutral
2021-06-28,55.03230392156863,53.66858934014315,0.2830185877281511,Neutral
2021-06-29,56.452875000000006,53.86396814131274,0.5494244580820349,Greed
2021-06-30,54.18131313131313,53.951141397686,0.6682882605860903,Greed
