date,sector,fg_index,n_headlines
2020-01-10,Energy,42.56333333333334,15
2020-01-13,Energy,54.26736842105263,19
2020-01-14,Energy,51.64826086956521,23
2020-01-15,Energy,49.673846153846156,13
2020-01-16,Energy,56.41230769230769,13
2020-01-17,Energy,52.774354838709684,31
2020-01-21,Energy,51.67160714285715,28
2020-01-22,Energy,53.16727272727273,11
2020-01-23,Energy,52.78941176470589,17
2020-01-24,Energy,52.7425,14
2020-01-27,Energy,51.541818181818186,22
2020-01-28,Energy,50.87083333333334,6
2020-01-29,Energy,45.73307692307692,13
2020-01-30,Energy,49.571333333333335,15
2020-01-31,Energy,48.064032258064515,31
2020-02-03,Energy,48.3024,25
2020-02-04,Energy,47.3735,20
2020-02-05,Energy,57.43416666666667,18
2020-02-06,Energy,57.07454545454546,11
2020-02-07,Energy,52.5575,14
2020-02-10,Energy,48.425,11
2020-02-11,Energy,50.16833333333334,21
2020-02-12,Energy,50.053529411764714,17
2020-02-13,Energy,49.28999999999999,22
2020-02-14,Energy,51.415416666666665,12
2020-02-18,Energy,48.82340909090909,22
2020-02-19,Energy,54.57555555555555,9
2020-02-20,Energy,52.97125,8
2020-02-21,Energy,49.05833333333333,15
2020-02-24,Energy,44.743125,24
2020-02-25,Energy,45.15088235294118,17
2020-02-26,Energy,50.7864705882353,17
2020-02-27,Energy,51.41953125,32
2020-02-28,Energy,53.457499999999996,26
2020-03-02,Energy,48.0603125,16
2020-03-03,Energy,45.72204545454545,22
2020-03-04,Energy,55.89631578947368,19
2020-03-05,Energy,43.9005,20
2020-03-06,Energy,41.87724137931035,29
2020-03-09,Energy,44.57009259259259,54
2020-03-10,Energy,50.511875,48
2020-03-11,Energy,48.58954545454545,33
2020-03-12,Energy,50.38396551724138,29
2020-03-13,Energy,53.517833333333336,30
2020-03-16,Energy,40.39952380952381,42
2020-03-17,Energy,41.062777777777775,18
2020-03-18,Energy,47.19189655172414,29
2020-03-19,Energy,46.914,15
2020-03-20,Energy,46.31775862068965,29
2020-03-23,Energy,44.59961538461538,26
2020-03-24,Energy,54.79016129032258,31
2020-03-25,Energy,49.442727272727275,22
2020-03-26,Energy,46.49294117647059,17
2020-03-27,Energy,51.76239130434782,23
2020-03-30,Energy,47.1355,20
2020-03-31,Energy,55.01105263157895,19
2020-04-01,Energy,48.48423076923076,26
2020-04-02,Energy,56.24923076923078,39
2020-04-03,Energy,48.83380952380952,42
2020-04-06,Energy,53.00592592592592,27
2020-04-07,Energy,54.86058139534884,43
2020-04-08,Energy,51.653999999999996,35
2020-04-09,Energy,53.48231481481481,54
2020-04-13,Energy,49.58511363636364,44
2020-04-14,Energy,41.65386363636364,22
2020-04-15,Energy,45.5375641025641,39
2020-04-16,Energy,48.223285714285716,35
2020-04-17,Energy,51.17892156862745,51
2020-04-20,Energy,40.25212121212121,66
2020-04-21,Energy,37.08802325581396,43
2020-04-22,Energy,52.47878378378378,37
2020-04-23,Energy,54.398,35
2020-04-24,Energy,48.4375,20
2020-04-27,Energy,48.314431818181816,44
2020-04-28,Energy,46.22565217391305,23
2020-04-29,Energy,52.88355263157895,38
2020-04-30,Energy,53.71575471698113,53
2020-05-01,Energy,43.949866666666665,75
2020-05-04,Energy,50.383125,40
2020-05-05,Energy,53.59708333333334,36
2020-05-06,Energy,54.80597222222222,36
2020-05-07,Energy,58.3038,25
2020-05-08,Energy,55.940909090909095,22
2020-05-11,Energy,45.3604,25
2020-05-12,Energy,49.347307692307695,26
2020-05-13,Energy,45.0798,25
2020-05-14,Energy,46.59375,12
2020-05-15,Energy,54.952058823529406,17
2020-05-18,Energy,54.84914893617021,47
2020-05-19,Energy,58.568000000000005,10
2020-05-20,Energy,50.75421052631579,19
2020-05-21,Energy,50.46366666666666,15
2020-05-22,Energy,47.307105263157894,19
2020-05-26,Energy,52.5728,25
2020-05-27,Energy,57.475,17
2020-05-28,Energy,49.841499999999996,10
2020-05-29,Energy,57.53578947368421,19
2020-06-01,Energy,49.8355,20
2020-06-02,Energy,58.391875,16
